"‹¯¨""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Resistance (Ohms),Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height,Number of Terminations,Stock
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-8.06KCRCT-ND,RC0805FR-078K06L,Yageo,RES 8.06K OHM 1/8W 1% 0805 SMD,89217,0,0.1,0,1,Cut Tape (CT),RC0805,8.06k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-1.74KCRCT-ND,RC0805FR-071K74L,Yageo,RES 1.74K OHM 1/8W 1% 0805 SMD,84523,0,0.1,0,1,Cut Tape (CT),RC0805,1.74k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-121CRCT-ND,RC0805FR-07121RL,Yageo,RES 121 OHM 1/8W 1% 0805 SMD,80322,0,0.1,0,1,Cut Tape (CT),RC0805,121,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-15.8KCRCT-ND,RC0805FR-0715K8L,Yageo,RES 15.8K OHM 1/8W 1% 0805 SMD,83541,0,0.1,0,1,Cut Tape (CT),RC0805,15.8k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-160CRCT-ND,RC0805FR-07160RL,Yageo,RES 160 OHM 1/8W 1% 0805 SMD,83189,0,0.1,0,1,Cut Tape (CT),RC0805,160,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-18.2CRCT-ND,RC0805FR-0718R2L,Yageo,RES 18.2 OHM 1/8W 1% 0805 SMD,84201,0,0.1,0,1,Cut Tape (CT),RC0805,18.2,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-300CRCT-ND,RC0805FR-07300RL,Yageo,RES 300 OHM 1/8W 1% 0805 SMD,83245,0,0.1,0,1,Cut Tape (CT),RC0805,300,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-4.32KCRCT-ND,RC0805FR-074K32L,Yageo,RES 4.32K OHM 1/8W 1% 0805 SMD,87506,0,0.1,0,1,Cut Tape (CT),RC0805,4.32k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-619CRCT-ND,RC0805FR-07619RL,Yageo,RES 619 OHM 1/8W 1% 0805 SMD,84210,0,0.1,0,1,Cut Tape (CT),RC0805,619,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-80.6KCRCT-ND,RC0805FR-0780K6L,Yageo,RES 80.6K OHM 1/8W 1% 0805 SMD,82710,0,0.1,0,1,Cut Tape (CT),RC0805,80.6k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-118KCRCT-ND,RC0805FR-07118KL,Yageo,RES 118K OHM 1/8W 1% 0805 SMD,71841,0,0.1,0,1,Cut Tape (CT),RC0805,118k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-133CRCT-ND,RC0805FR-07133RL,Yageo,RES 133 OHM 1/8W 1% 0805 SMD,76104,0,0.1,0,1,Cut Tape (CT),RC0805,133,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-249KCRCT-ND,RC0805FR-07249KL,Yageo,RES 249K OHM 1/8W 1% 0805 SMD,57588,0,0.1,0,1,Cut Tape (CT),RC0805,249k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-274CRCT-ND,RC0805FR-07274RL,Yageo,RES 274 OHM 1/8W 1% 0805 SMD,79652,0,0.1,0,1,Cut Tape (CT),RC0805,274,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-340CRCT-ND,RC0805FR-07340RL,Yageo,RES 340 OHM 1/8W 1% 0805 SMD,77042,0,0.1,0,1,Cut Tape (CT),RC0805,340,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-402KCRCT-ND,RC0805FR-07402KL,Yageo,RES 402K OHM 1/8W 1% 0805 SMD,77648,0,0.1,0,1,Cut Tape (CT),RC0805,402k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-5.90KCRCT-ND,RC0805FR-075K9L,Yageo,RES 5.9K OHM 1/8W 1% 0805 SMD,79319,0,0.1,0,1,Cut Tape (CT),RC0805,5.9k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-562CRCT-ND,RC0805FR-07562RL,Yageo,RES 562 OHM 1/8W 1% 0805 SMD,79937,0,0.1,0,1,Cut Tape (CT),RC0805,562,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-7.50KCRCT-ND,RC0805FR-077K5L,Yageo,RES 7.5K OHM 1/8W 1% 0805 SMD,67725,0,0.1,0,1,Cut Tape (CT),RC0805,7.5k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-9.76KCRCT-ND,RC0805FR-079K76L,Yageo,RES 9.76K OHM 1/8W 1% 0805 SMD,78371,0,0.1,0,1,Cut Tape (CT),RC0805,9.76k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-133KCRCT-ND,RC0805FR-07133KL,Yageo,RES 133K OHM 1/8W 1% 0805 SMD,73246,0,0.1,0,1,Cut Tape (CT),RC0805,133k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-14.0KCRCT-ND,RC0805FR-0714KL,Yageo,RES 14K OHM 1/8W 1% 0805 SMD,71302,0,0.1,0,1,Cut Tape (CT),RC0805,14k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-2.74KCRCT-ND,RC0805FR-072K74L,Yageo,RES 2.74K OHM 1/8W 1% 0805 SMD,73724,0,0.1,0,1,Cut Tape (CT),RC0805,2.74k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-3.90KCRCT-ND,RC0805FR-073K9L,Yageo,RES 3.9K OHM 1/8W 1% 0805 SMD,65996,0,0.1,0,1,Cut Tape (CT),RC0805,3.9k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-3.92KCRCT-ND,RC0805FR-073K92L,Yageo,RES 3.92K OHM 1/8W 1% 0805 SMD,67575,0,0.1,0,1,Cut Tape (CT),RC0805,3.92k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-301KCRCT-ND,RC0805FR-07301KL,Yageo,RES 301K OHM 1/8W 1% 0805 SMD,74332,0,0.1,0,1,Cut Tape (CT),RC0805,301k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-33.2CRCT-ND,RC0805FR-0733R2L,Yageo,RES 33.2 OHM 1/8W 1% 0805 SMD,73716,0,0.1,0,1,Cut Tape (CT),RC0805,33.2,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-442CRCT-ND,RC0805FR-07442RL,Yageo,RES 442 OHM 1/8W 1% 0805 SMD,72448,0,0.1,0,1,Cut Tape (CT),RC0805,442,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-649CRCT-ND,RC0805FR-07649RL,Yageo,RES 649 OHM 1/8W 1% 0805 SMD,79707,0,0.1,0,1,Cut Tape (CT),RC0805,649,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-11.8KCRCT-ND,RC0805FR-0711K8L,Yageo,RES 11.8K OHM 1/8W 1% 0805 SMD,70063,0,0.1,0,1,Cut Tape (CT),RC0805,11.8k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-154KCRCT-ND,RC0805FR-07154KL,Yageo,RES 154K OHM 1/8W 1% 0805 SMD,67161,0,0.1,0,1,Cut Tape (CT),RC0805,154k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-2.49KCRCT-ND,RC0805FR-072K49L,Yageo,RES 2.49K OHM 1/8W 1% 0805 SMD,64197,0,0.1,0,1,Cut Tape (CT),RC0805,2.49k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-2.80KCRCT-ND,RC0805FR-072K8L,Yageo,RES 2.8K OHM 1/8W 1% 0805 SMD,67408,0,0.1,0,1,Cut Tape (CT),RC0805,2.8k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-287CRCT-ND,RC0805FR-07287RL,Yageo,RES 287 OHM 1/8W 1% 0805 SMD,68516,0,0.1,0,1,Cut Tape (CT),RC0805,287,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-475KCRCT-ND,RC0805FR-07475KL,Yageo,RES 475K OHM 1/8W 1% 0805 SMD,67260,0,0.1,0,1,Cut Tape (CT),RC0805,475k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-54.9KCRCT-ND,RC0805FR-0754K9L,Yageo,RES 54.9K OHM 1/8W 1% 0805 SMD,66624,0,0.1,0,1,Cut Tape (CT),RC0805,54.9k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-75.0KCRCT-ND,RC0805FR-0775KL,Yageo,RES 75K OHM 1/8W 1% 0805 SMD,70463,0,0.1,0,1,Cut Tape (CT),RC0805,75k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-8.20KCRCT-ND,RC0805FR-078K2L,Yageo,RES 8.2K OHM 1/8W 1% 0805 SMD,66654,0,0.1,0,1,Cut Tape (CT),RC0805,8.2k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-84.5KCRCT-ND,RC0805FR-0784K5L,Yageo,RES 84.5K OHM 1/8W 1% 0805 SMD,68068,0,0.1,0,1,Cut Tape (CT),RC0805,84.5k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-1.05KCRCT-ND,RC0805FR-071K05L,Yageo,RES 1.05K OHM 1/8W 1% 0805 SMD,69031,0,0.1,0,1,Cut Tape (CT),RC0805,1.05k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-11.5KCRCT-ND,RC0805FR-0711K5L,Yageo,RES 11.5K OHM 1/8W 1% 0805 SMD,62241,0,0.1,0,1,Cut Tape (CT),RC0805,11.5k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-110CRCT-ND,RC0805FR-07110RL,Yageo,RES 110 OHM 1/8W 1% 0805 SMD,62673,0,0.1,0,1,Cut Tape (CT),RC0805,110,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-162CRCT-ND,RC0805FR-07162RL,Yageo,RES 162 OHM 1/8W 1% 0805 SMD,62382,0,0.1,0,1,Cut Tape (CT),RC0805,162,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-191KCRCT-ND,RC0805FR-07191KL,Yageo,RES 191K OHM 1/8W 1% 0805 SMD,63959,0,0.1,0,1,Cut Tape (CT),RC0805,191k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/RC0805%20Pb%20Free.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CRSM%20PT0805.jpg,311-205KCRCT-ND,RC0805FR-07205KL,Yageo,RES 205K OHM 1/8W 1% 0805 SMD,62926,0,0.1,0,1,Cut Tape (CT),RC0805,205k,¶ñ1%,"0.125W, 1/8W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0805 (2012 Metric),805,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)",2,
